class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
forword,0.5466505289077759,0.6015079021453857,-0.8517745137214661,0.999505877494812,0.5761768817901611,0.5523385405540466,-0.7990370988845825,0.999085009098053,0.591477632522583,0.5541326999664307,-0.7992845773696899,0.9988487958908081,0.6068913340568542,0.5564923882484436,-0.7993767857551575,0.9987565279006958,0.5300291180610657,0.5474493503570557,-0.8033350706100464,0.9993072152137756,0.5136449933052063,0.5459994077682495,-0.802664577960968,0.9993050694465637,0.49941545724868774,0.5452635288238525,-0.8031153678894043,0.9994573593139648,0.630107581615448,0.5754698514938354,-0.42592209577560425,0.9982052445411682,0.48402196168899536,0.5597572922706604,-0.4344252943992615,0.9995617270469666,0.5721386075019836,0.6614116430282593,-0.709822952747345,0.9994035959243774,0.5159070491790771,0.6595075726509094,-0.7125918865203857,0.9997310042381287,0.7183322906494141,0.8473904132843018,-0.18591079115867615,0.9900412559509277,0.35435181856155396,0.8337316513061523,-0.23019914329051971,0.9979507327079773,0.7950929403305054,1.1809941530227661,-0.339950829744339,0.12447308003902435,0.2493191510438919,1.1868876218795776,-0.2999885678291321,0.48549219965934753,0.7429301738739014,1.2585320472717285,-0.8754737973213196,0.09557079523801804,0.29150211811065674,1.4118950366973877,-0.8635255098342896,0.16785205900669098,0.7467445135116577,1.3016269207000732,-1.0176029205322266,0.10341820120811462,0.289176344871521,1.5020027160644531,-1.0071094036102295,0.18299242854118347,0.7208821177482605,1.2687647342681885,-1.029075264930725,0.13548414409160614,0.32979923486709595,1.4656901359558105,-1.066924810409546,0.2659588158130646,0.7087813019752502,1.2576956748962402,-0.9049122929573059,0.13047108054161072,0.3373170495033264,1.4355063438415527,-0.904821515083313,0.25593605637550354,0.6455280184745789,1.495259404182434,-0.05990193039178848,0.0005866389255970716,0.3978203535079956,1.4917372465133667,0.0646868348121643,0.0005826781271025538,0.6445919871330261,2.0441911220550537,-0.1735132783651352,0.0006692410679534078,0.40863117575645447,2.0461230278015137,0.04457143694162369,0.0003025159821845591,0.6427419781684875,2.543431520462036,0.2711032032966614,4.39946488768328e-05,0.41285863518714905,2.5358736515045166,0.3193237781524658,1.1992445251962636e-05,0.6469651460647583,2.621105432510376,0.284028559923172,2.8300077246967703e-05,0.4054194986820221,2.6135261058807373,0.3310200572013855,3.2113610359374434e-05,0.6007599234580994,2.699875831604004,-0.26327401399612427,6.090495298849419e-05,0.45007652044296265,2.6901376247406006,-0.2548213005065918,8.124226587824523e-05
forword,0.5470272302627563,0.6020322442054749,-0.8581649661064148,0.9994676113128662,0.5769339203834534,0.5527761578559875,-0.8080085515975952,0.9990355968475342,0.592479944229126,0.5545923709869385,-0.8082887530326843,0.9987663626670837,0.6078469753265381,0.556974470615387,-0.8084185719490051,0.9986744523048401,0.5304204225540161,0.5476027131080627,-0.8133783340454102,0.9992772936820984,0.5140174627304077,0.5459074378013611,-0.8127983808517456,0.9992690682411194,0.49976682662963867,0.544887900352478,-0.8133069276809692,0.9994354844093323,0.6312787532806396,0.5758291482925415,-0.43831363320350647,0.9980778694152832,0.48424166440963745,0.5593323111534119,-0.45017188787460327,0.9995431900024414,0.5725246667861938,0.6622509360313416,-0.7174915671348572,0.9993714094161987,0.5162967443466187,0.6598793268203735,-0.7218661308288574,0.9997208714485168,0.7177930474281311,0.8475984930992126,-0.1876019835472107,0.9889930486679077,0.3527819514274597,0.8336870074272156,-0.24534311890602112,0.9978502988815308,0.7941421270370483,1.1650505065917969,-0.32265037298202515,0.11294978857040405,0.2514375150203705,1.1883429288864136,-0.30058321356773376,0.47907108068466187,0.736675500869751,1.238124132156372,-0.8247397541999817,0.0830676406621933,0.2904563248157501,1.4320169687271118,-0.7951971888542175,0.16360807418823242,0.7370193004608154,1.2808091640472412,-0.9587295651435852,0.09350070357322693,0.28330492973327637,1.526869535446167,-0.9242340326309204,0.1799342930316925,0.7120301127433777,1.251133680343628,-0.9693692922592163,0.12467486411333084,0.3252129554748535,1.4988783597946167,-0.9904522895812988,0.26249465346336365,0.6999616622924805,1.2409858703613281,-0.853213906288147,0.11994194239377975,0.33546075224876404,1.464598298072815,-0.8372980952262878,0.25214070081710815,0.6452281475067139,1.4960752725601196,-0.06057581305503845,0.000581873522605747,0.3984927237033844,1.4922850131988525,0.0653555765748024,0.0005819711368530989,0.6422737836837769,2.045147180557251,-0.15584325790405273,0.0006997976452112198,0.4078819751739502,2.046682357788086,0.0817849189043045,0.00030764052644371986,0.6390477418899536,2.543951988220215,0.31056511402130127,4.50887055194471e-05,0.4123695492744446,2.5365583896636963,0.4048449993133545,1.167523987533059e-05,0.6433988809585571,2.620814800262451,0.32471030950546265,2.856943137885537e-05,0.40479403734207153,2.612851619720459,0.4229210913181305,3.201226718374528e-05,0.5969254374504089,2.69987416267395,-0.23179368674755096,6.023602691129781e-05,0.4491705894470215,2.690913677215576,-0.15740510821342468,7.975134940352291e-05
forword,0.5481396913528442,0.6018848419189453,-0.7485585808753967,0.9994799494743347,0.5780867338180542,0.5532280206680298,-0.7017778158187866,0.9990823268890381,0.5938374400138855,0.5551173686981201,-0.7019556164741516,0.9988037943840027,0.6091678738594055,0.5575979351997375,-0.7019187211990356,0.9987288117408752,0.5318528413772583,0.5478709936141968,-0.7040719985961914,0.9993123412132263,0.5156239867210388,0.5460737347602844,-0.7034406065940857,0.9992897510528564,0.5010968446731567,0.5449894070625305,-0.7039154767990112,0.9994605183601379,0.6328316926956177,0.5766342878341675,-0.36700016260147095,0.9981465935707092,0.4851043224334717,0.5594908595085144,-0.3704874813556671,0.9995689392089844,0.5735095739364624,0.6626091599464417,-0.6209114789962769,0.9993817210197449,0.5177262425422668,0.6598165035247803,-0.6228177547454834,0.9997333884239197,0.7180520296096802,0.8474810123443604,-0.17379459738731384,0.9881066679954529,0.3532071113586426,0.8337351083755493,-0.17308473587036133,0.9976891875267029,0.796779453754425,1.1565916538238525,-0.5040536522865295,0.13677282631397247,0.2509065866470337,1.1865710020065308,-0.29332202672958374,0.4790903627872467,0.7126286625862122,1.0420374870300293,-1.103630781173706,0.14575804769992828,0.2926223576068878,1.4271637201309204,-0.8112581372261047,0.18748600780963898,0.7050535678863525,1.0197967290878296,-1.2487125396728516,0.15518797934055328,0.28628626465797424,1.523808240890503,-0.9167270660400391,0.20475244522094727,0.6883839964866638,0.982856035232544,-1.2062691450119019,0.19461549818515778,0.32731419801712036,1.4905998706817627,-0.9652475118637085,0.2914953827857971,0.6765850186347961,0.9997225403785706,-1.112725019454956,0.1860167682170868,0.33787262439727783,1.458441972732544,-0.8447163701057434,0.27976876497268677,0.643942654132843,1.4955613613128662,-0.059998851269483566,0.0007726261392235756,0.39720824360847473,1.4911731481552124,0.06449920684099197,0.0007595039787702262,0.6417227387428284,2.046255350112915,-0.1252925992012024,0.0007861728081479669,0.40710243582725525,2.045018434524536,0.023457009345293045,0.000349557027220726,0.6402385830879211,2.5436747074127197,0.29500991106033325,4.5951714128023013e-05,0.41396117210388184,2.533756732940674,0.2778465151786804,1.1838170394185e-05,0.6453434228897095,2.619349479675293,0.3075200617313385,2.9316619475139305e-05,0.4067934453487396,2.608618974685669,0.2888442277908325,3.25322944263462e-05,0.5990044474601746,2.7000033855438232,-0.2062685489654541,6.428269989555702e-05,0.4520934522151947,2.6884806156158447,-0.2921202480792999,8.680758764967322e-05
forword,0.5477797389030457,0.6012879014015198,-0.7958353161811829,0.9994957447052002,0.578112006187439,0.5529468655586243,-0.7447919845581055,0.9991135597229004,0.5938481688499451,0.5548590421676636,-0.7450312376022339,0.998826265335083,0.6091718673706055,0.5573667287826538,-0.7451671361923218,0.9987664222717285,0.5318564772605896,0.5473930239677429,-0.7510326504707336,0.9993360042572021,0.5156709551811218,0.54545658826828,-0.7503619194030762,0.9993045330047607,0.5011858344078064,0.5442419648170471,-0.7508159875869751,0.999479353427887,0.6329554915428162,0.5767301321029663,-0.39021873474121094,0.9981769323348999,0.4852794110774994,0.5590533018112183,-0.40080681443214417,0.9995783567428589,0.5732465982437134,0.6620575189590454,-0.658582329750061,0.9993936419487,0.5173815488815308,0.658679723739624,-0.663772702217102,0.9997404217720032,0.7164221405982971,0.8477498888969421,-0.1668495237827301,0.9878519773483276,0.352878212928772,0.8337463736534119,-0.19163787364959717,0.9976952075958252,0.7955179810523987,1.1660079956054688,-0.4714335799217224,0.13697080314159393,0.2503039538860321,1.188010573387146,-0.2686864733695984,0.4811740219593048,0.7215387225151062,1.1097538471221924,-1.1297341585159302,0.1444268375635147,0.28417372703552246,1.444226861000061,-0.8084139823913574,0.19304725527763367,0.7168060541152954,1.1043260097503662,-1.2875181436538696,0.1564837545156479,0.2742771506309509,1.542626976966858,-0.9395461082458496,0.21181392669677734,0.6985043883323669,1.0675063133239746,-1.2620199918746948,0.19701726734638214,0.3157287538051605,1.510989785194397,-0.9967154264450073,0.29978224635124207,0.6860547065734863,1.0786898136138916,-1.147098183631897,0.1872618943452835,0.3274306654930115,1.478877305984497,-0.8478444218635559,0.2871432304382324,0.6419954895973206,1.4989382028579712,-0.059046097099781036,0.0008055279031395912,0.39590442180633545,1.4943386316299438,0.06356991827487946,0.0007835053256712854,0.6379402279853821,2.05184268951416,-0.15078358352184296,0.0008363965898752213,0.4031890034675598,2.0518877506256104,0.01596861705183983,0.0003752118209376931,0.6364090442657471,2.552281141281128,0.2838497459888458,4.481560245039873e-05,0.40841278433799744,2.5445775985717773,0.25198033452033997,1.1991471183137037e-05,0.6409308910369873,2.628811836242676,0.29617398977279663,2.8136482796981e-05,0.40048545598983765,2.619184732437134,0.2609325051307678,3.206967085134238e-05,0.5949224233627319,2.7092649936676025,-0.23334065079689026,6.43143430352211e-05,0.4464130997657776,2.7007126808166504,-0.3005516231060028,8.802188676781952e-05
forword,0.5470668077468872,0.5872691869735718,-0.8032453656196594,0.9995046257972717,0.577076256275177,0.5427886843681335,-0.7499272227287292,0.9991275072097778,0.592115044593811,0.5461862087249756,-0.7502066493034363,0.9988462924957275,0.607425332069397,0.5497952699661255,-0.7503514289855957,0.9987901449203491,0.5313917398452759,0.533734917640686,-0.7551456093788147,0.9993500113487244,0.5152550935745239,0.5319563150405884,-0.7544699907302856,0.9993236064910889,0.5011317729949951,0.5313017964363098,-0.7549463510513306,0.9994961619377136,0.6317166090011597,0.573415994644165,-0.3937346339225769,0.9982081055641174,0.4849138855934143,0.5543442964553833,-0.4029774069786072,0.9995893836021423,0.5725060701370239,0.6470043659210205,-0.6691181659698486,0.9994016289710999,0.516523003578186,0.6392500400543213,-0.6731046438217163,0.99974524974823,0.7162178754806519,0.8481134176254272,-0.16798776388168335,0.9874749183654785,0.3527316153049469,0.8334580659866333,-0.20521274209022522,0.9976828694343567,0.8011342883110046,1.169966459274292,-0.3421439826488495,0.1266150176525116,0.2486753910779953,1.1844202280044556,-0.24655747413635254,0.48393604159355164,0.7331505417823792,1.246056079864502,-0.8497939109802246,0.11529432982206345,0.2853502929210663,1.4167052507400513,-0.7056822776794434,0.18368342518806458,0.7319625616073608,1.2910701036453247,-0.9857951998710632,0.1276327222585678,0.27851802110671997,1.5112766027450562,-0.8273299932479858,0.20131613314151764,0.7075849771499634,1.2618083953857422,-0.9895947575569153,0.16429787874221802,0.319347620010376,1.4839344024658203,-0.8941900134086609,0.28730884194374084,0.6963351368904114,1.2489142417907715,-0.8759746551513672,0.15709319710731506,0.32862165570259094,1.450311303138733,-0.7476401329040527,0.2752920091152191,0.643241286277771,1.4978480339050293,-0.05796389654278755,0.0007553963223472238,0.3949104845523834,1.4928253889083862,0.0626441091299057,0.0007498292252421379,0.6403828263282776,2.0484516620635986,-0.15251830220222473,0.0007866076775826514,0.40246477723121643,2.048072338104248,0.019531164318323135,0.0003550658584572375,0.6380251049995422,2.546422004699707,0.292423278093338,4.199067552690394e-05,0.40201282501220703,2.5399839878082275,0.2772837281227112,1.181079733214574e-05,0.6428708434104919,2.623185157775879,0.30554598569869995,2.634940574353095e-05,0.39410072565078735,2.61570405960083,0.28678449988365173,3.051756721106358e-05,0.5940550565719604,2.703554630279541,-0.23346397280693054,6.0038306401111186e-05,0.438123881816864,2.6946983337402344,-0.2776781916618347,8.547405013814569e-05
up,0.5361372232437134,0.5178119540214539,-0.7470144629478455,0.999360978603363,0.5646049976348877,0.4882684350013733,-0.699036717414856,0.9986357688903809,0.5777453184127808,0.49232959747314453,-0.6992948651313782,0.9985038042068481,0.5910621881484985,0.49642080068588257,-0.699434757232666,0.9983059763908386,0.5280514359474182,0.48168623447418213,-0.700476884841919,0.9990081191062927,0.5147570967674255,0.4817861318588257,-0.6998630166053772,0.9991256594657898,0.501958429813385,0.48240602016448975,-0.7003980875015259,0.9992666840553284,0.6194792985916138,0.5402600169181824,-0.3827208876609802,0.9973692297935486,0.4960957467556,0.5266744494438171,-0.3590967357158661,0.9992839694023132,0.5613743662834167,0.5739524960517883,-0.6286569237709045,0.9990836977958679,0.5118204355239868,0.5689089298248291,-0.6206721067428589,0.9995665550231934,0.7213983535766602,0.8508344888687134,-0.24519965052604675,0.9841575622558594,0.3562653958797455,0.8351613283157349,-0.23566114902496338,0.9974989295005798,0.7973670363426208,1.18648099899292,-0.40851879119873047,0.08919958025217056,0.25157058238983154,1.1782606840133667,-0.17964942753314972,0.39381909370422363,0.7404953837394714,1.26041579246521,-0.9652420282363892,0.056560810655355453,0.2573549449443817,1.4553462266921997,-0.5193427801132202,0.11863774806261063,0.7428207397460938,1.291929006576538,-1.0983483791351318,0.06626056134700775,0.2374245673418045,1.549349308013916,-0.6230129599571228,0.13135071098804474,0.7104301452636719,1.2674038410186768,-1.1018363237380981,0.08994129300117493,0.2778727412223816,1.5522708892822266,-0.6920324563980103,0.19745516777038574,0.7016799449920654,1.2551382780075073,-0.9910174608230591,0.08595690131187439,0.2913358211517334,1.5142951011657715,-0.5612584352493286,0.18969734013080597,0.6412259340286255,1.4898936748504639,-0.049325332045555115,0.0005471296608448029,0.3945205509662628,1.4810765981674194,0.053813375532627106,0.0005929770995862782,0.6321630477905273,2.0358309745788574,-0.20934250950813293,0.0006986608495935798,0.40310144424438477,2.029387950897217,-0.046475112438201904,0.00027888925978913903,0.6345199346542358,2.536736488342285,0.17908445000648499,4.623896529665217e-05,0.3990493714809418,2.524402141571045,0.15172907710075378,1.0816031135618687e-05,0.641166627407074,2.618288993835449,0.18972066044807434,3.083405681536533e-05,0.390279084444046,2.605743885040283,0.15392203629016876,2.6619947675499134e-05,0.5865471959114075,2.68471097946167,-0.32610538601875305,6.29252172075212e-05,0.4316287934780121,2.6638343334198,-0.37697717547416687,7.287983316928148e-05
up,0.5366840362548828,0.5091624855995178,-0.5929583311080933,0.9993110299110413,0.5650855302810669,0.48286542296409607,-0.5406613349914551,0.9985260963439941,0.5782889127731323,0.4877689778804779,-0.5407193899154663,0.9983818531036377,0.5915841460227966,0.4931311309337616,-0.5406796336174011,0.9982151389122009,0.5284855961799622,0.4754984974861145,-0.5402876138687134,0.9989425539970398,0.5155693292617798,0.4757962226867676,-0.5398825407028198,0.9990665912628174,0.5034487843513489,0.4766024947166443,-0.5404883623123169,0.9992278218269348,0.6189301013946533,0.5398253202438354,-0.2649487853050232,0.9970756769180298,0.49846673011779785,0.5242653489112854,-0.2556813657283783,0.999198317527771,0.5617045164108276,0.5674260258674622,-0.4972946047782898,0.9989297986030579,0.5121187567710876,0.5622730255126953,-0.49469947814941406,0.9994922280311584,0.7202480435371399,0.8512594103813171,-0.157392680644989,0.9830324649810791,0.3565000891685486,0.8353394865989685,-0.1802511066198349,0.9974445104598999,0.8059002161026001,1.1762311458587646,-0.34762346744537354,0.08466829359531403,0.25873255729675293,1.1877074241638184,-0.16567079722881317,0.35619449615478516,0.7428847551345825,1.1708170175552368,-0.7659342885017395,0.05174769461154938,0.2673162817955017,1.4585003852844238,-0.48002487421035767,0.10732650011777878,0.7449809908866882,1.1784539222717285,-0.8752051591873169,0.06315992772579193,0.24942907691001892,1.5486863851547241,-0.5675852298736572,0.12248687446117401,0.7182103991508484,1.148516058921814,-0.8797423243522644,0.08707541972398758,0.2846606969833374,1.5417709350585938,-0.6284371018409729,0.18640130758285522,0.7082171440124512,1.1497164964675903,-0.7961927056312561,0.08352956175804138,0.29839083552360535,1.508347749710083,-0.51914381980896,0.18044321238994598,0.6427849531173706,1.481167197227478,-0.044774528592824936,0.0004925566026940942,0.3946138620376587,1.475770115852356,0.049224041402339935,0.0005495144869200885,0.63649582862854,2.0309817790985107,-0.15596914291381836,0.0005970571655780077,0.40674105286598206,2.026794195175171,-0.03704763948917389,0.0002483178395777941,0.6421233415603638,2.53411865234375,0.23645830154418945,4.003119101980701e-05,0.4083963930606842,2.521620988845825,0.1682998239994049,9.358916031487752e-06,0.647925078868866,2.615084171295166,0.24888727068901062,2.6585799787426367e-05,0.39967936277389526,2.599555253982544,0.1741238832473755,2.2570469809579663e-05,0.6041468381881714,2.6793127059936523,-0.23871266841888428,5.792180309072137e-05,0.44617724418640137,2.6627821922302246,-0.34818464517593384,6.469323125202209e-05
up,0.5387014150619507,0.5102574229240417,-0.629468560218811,0.9993446469306946,0.5670257806777954,0.48399534821510315,-0.5711735486984253,0.9986608028411865,0.5802095532417297,0.48869964480400085,-0.5713037252426147,0.9984849691390991,0.5934888124465942,0.4940762519836426,-0.5711690187454224,0.9983921051025391,0.5309880375862122,0.4767623543739319,-0.5706081986427307,0.9990314841270447,0.5189839601516724,0.4769485592842102,-0.5701161623001099,0.9991101622581482,0.5079277753829956,0.47759881615638733,-0.5706862211227417,0.9992843270301819,0.6185813546180725,0.5414679646492004,-0.2603464722633362,0.9972925186157227,0.503379225730896,0.5253818035125732,-0.25048062205314636,0.9992358088493347,0.5633983016014099,0.5688228607177734,-0.5201209187507629,0.9989490509033203,0.514013946056366,0.5630470514297485,-0.5187970995903015,0.9994903802871704,0.7198408842086792,0.851934015750885,-0.14834415912628174,0.9808032512664795,0.35745927691459656,0.8365634679794312,-0.14354315400123596,0.9970241785049438,0.8090280294418335,1.1633151769638062,-0.5449509024620056,0.09663000702857971,0.2667897939682007,1.1857025623321533,-0.2953927218914032,0.3277280628681183,0.7118605971336365,1.0117499828338623,-1.0742521286010742,0.09205259382724762,0.30419015884399414,1.4152027368545532,-0.7938567399978638,0.10790054500102997,0.69996178150177,0.9727128744125366,-1.193253517150879,0.10409405082464218,0.2992244362831116,1.5037250518798828,-0.8971947431564331,0.1268109530210495,0.6865007877349854,0.9389021396636963,-1.130976676940918,0.13307775557041168,0.33260148763656616,1.473799228668213,-0.9274493455886841,0.1911451369524002,0.6768536567687988,0.9613764882087708,-1.0725178718566895,0.12891076505184174,0.3401259779930115,1.445319414138794,-0.8238465189933777,0.18670310080051422,0.6421924829483032,1.4791771173477173,-0.053170811384916306,0.0005692577105946839,0.39182937145233154,1.4732110500335693,0.05747689679265022,0.0006361166597343981,0.6364901065826416,2.0321125984191895,-0.12103430926799774,0.0005145557806827128,0.4040730595588684,2.0270562171936035,0.02881142497062683,0.0002263059577671811,0.6427938342094421,2.5299532413482666,0.3194565773010254,3.388446202734485e-05,0.40941277146339417,2.51654052734375,0.28451400995254517,7.96091990196146e-06,0.6482495069503784,2.6066386699676514,0.3351821005344391,2.2394349798560143e-05,0.40138012170791626,2.589874029159546,0.29754260182380676,1.901867290143855e-05,0.6081339716911316,2.676616907119751,-0.16326700150966644,5.244744897936471e-05,0.4506376385688782,2.662006378173828,-0.23222580552101135,6.0763730289181694e-05
up,0.5431776642799377,0.5064163208007812,-0.7610880136489868,0.9991262555122375,0.5702003240585327,0.4827834963798523,-0.6987772583961487,0.9982350468635559,0.5828232765197754,0.4881076514720917,-0.6989140510559082,0.9979975819587708,0.5957058072090149,0.4940989911556244,-0.6989976167678833,0.9979334473609924,0.5348600149154663,0.47512662410736084,-0.7034668326377869,0.9987168908119202,0.5230690836906433,0.475460410118103,-0.7029870748519897,0.9988058805465698,0.512279748916626,0.47636696696281433,-0.7035858631134033,0.9990423321723938,0.6181995868682861,0.5415371060371399,-0.363284170627594,0.9963295459747314,0.5067566633224487,0.5257229208946228,-0.37814393639564514,0.9989287257194519,0.565865695476532,0.5652756094932556,-0.6433954238891602,0.9985702633857727,0.517269492149353,0.5599694848060608,-0.6467732191085815,0.999293327331543,0.7182251811027527,0.8484464287757874,-0.1999458372592926,0.9794870018959045,0.3576972484588623,0.8359654545783997,-0.25360164046287537,0.9966795444488525,0.803051769733429,1.1599562168121338,-0.3089846670627594,0.0971926897764206,0.2639617323875427,1.1832287311553955,-0.2048109769821167,0.3076687753200531,0.7352422475814819,1.2709248065948486,-0.7231681942939758,0.08748607337474823,0.2931060791015625,1.4271341562271118,-0.5503309965133667,0.09761367738246918,0.7411789894104004,1.3222793340682983,-0.831920325756073,0.10057996958494186,0.2824079990386963,1.5182170867919922,-0.6505277752876282,0.11592905223369598,0.7142308950424194,1.3051774501800537,-0.8594425320625305,0.13045400381088257,0.3149910569190979,1.4984828233718872,-0.7007226943969727,0.17652690410614014,0.7039383053779602,1.2847436666488647,-0.7560113072395325,0.12604863941669464,0.32354897260665894,1.4663491249084473,-0.5850144028663635,0.1735028624534607,0.6404804587364197,1.4744651317596436,-0.05085789039731026,0.0005336334579624236,0.3911249339580536,1.4692301750183105,0.05510030314326286,0.0006073902477510273,0.6354393362998962,2.0242831707000732,-0.09826679527759552,0.0004420615441631526,0.4069336950778961,2.020860195159912,0.014825697056949139,0.00020287465304136276,0.6364155411720276,2.522522211074829,0.39846742153167725,2.99104540317785e-05,0.40506893396377563,2.5113778114318848,0.3394680917263031,6.9427405833266675e-06,0.6404253244400024,2.599008083343506,0.41900986433029175,1.985505696211476e-05,0.3953663408756256,2.5851428508758545,0.355779230594635,1.6772184608271345e-05,0.5993107557296753,2.668776035308838,-0.10244099795818329,4.857142630498856e-05,0.4414634108543396,2.6543428897857666,-0.20593884587287903,5.452515324577689e-05
up,0.5470572710037231,0.5071176886558533,-0.7318673729896545,0.999065637588501,0.5734673142433167,0.48378899693489075,-0.6586731672286987,0.9982088804244995,0.5862957239151001,0.48968881368637085,-0.6589101552963257,0.997931957244873,0.5995936393737793,0.4965168237686157,-0.6587996482849121,0.9979128241539001,0.5365697741508484,0.4756578505039215,-0.6665518283843994,0.9986772537231445,0.5241342186927795,0.4759904742240906,-0.6662129163742065,0.9987436532974243,0.5129011273384094,0.4768810272216797,-0.6667851209640503,0.9990054368972778,0.6196935176849365,0.5443319082260132,-0.2986178398132324,0.9962434768676758,0.5064854621887207,0.5274907350540161,-0.3218870162963867,0.9988862872123718,0.5697635412216187,0.566952645778656,-0.6006378531455994,0.998482346534729,0.5196083784103394,0.5612446665763855,-0.6109514832496643,0.9992443323135376,0.7176447510719299,0.850890576839447,-0.15273261070251465,0.9761276245117188,0.3579712510108948,0.8374665379524231,-0.18634462356567383,0.9955158829689026,0.7987579703330994,1.1450769901275635,-0.520790696144104,0.11139968782663345,0.26844072341918945,1.1773171424865723,-0.3147388994693756,0.3050232231616974,0.7084157466888428,1.0071769952774048,-1.1216187477111816,0.12887978553771973,0.3313433825969696,1.3693020343780518,-0.8269931077957153,0.10739529877901077,0.6988809704780579,0.9708251953125,-1.2567957639694214,0.14322365820407867,0.3366253674030304,1.4505646228790283,-0.9434306025505066,0.12795385718345642,0.6834434866905212,0.9375313520431519,-1.207891583442688,0.17827123403549194,0.36913055181503296,1.4156919717788696,-0.9701650738716125,0.19255949556827545,0.6739039421081543,0.9580012559890747,-1.1269932985305786,0.1708112210035324,0.37099847197532654,1.3889505863189697,-0.8553261756896973,0.18819065392017365,0.6394485235214233,1.470687985420227,-0.04834536463022232,0.0006197670008987188,0.3910227417945862,1.4665582180023193,0.052540212869644165,0.0006807504687458277,0.6374689936637878,2.021393060684204,-0.09629355370998383,0.00043390929931774735,0.41020774841308594,2.015387773513794,-0.004907640628516674,0.00020046385179739445,0.641450047492981,2.5166547298431396,0.3613121509552002,2.8626438506762497e-05,0.4135761260986328,2.5026354789733887,0.30155685544013977,6.553973435075022e-06,0.6454931497573853,2.5920522212982178,0.3777649700641632,1.9181668903911486e-05,0.40487807989120483,2.5744175910949707,0.31310176849365234,1.6088102711364627e-05,0.6063185334205627,2.661491870880127,-0.13206133246421814,4.7382229240611196e-05,0.452777624130249,2.647857427597046,-0.26433056592941284,5.634813351207413e-05
